,park_name,park_type,capacity,que_status,cur_parking,cur_parking_time,available_parking,count,date,available_parking_less_than_zero
100480,광나루3주차장[천호대교 하부],BP,191,20분,0,2024-10-02 17:59:57,191,687,2024-10-02 18:00:00,10
100492,무신사 E1,BS,70,20분,72,2024-10-02 17:58:26,-2,699,2024-10-02 18:00:00,8
100502,메가박스 성수점,BS,230,20분,180,2024-10-02 17:58:36,50,708,2024-10-02 18:00:00,1
100507,강동성심병원[본관/웰빙센터 주차장],BS,128,20분,87,2024-10-02 17:59:35,41,714,2024-10-02 18:00:00,43
100516,풍납2(구),NW,81,20분,80,2024-10-02 18:01:05,1,723,2024-10-02 18:00:00,83
100519,자양4동 공영주차장(구),NW,83,20분,82,2024-10-02 18:01:48,1,727,2024-10-02 18:00:00,106
100547,갤러리아백화점 명품관 WEST,BS,177,20분,220,2024-10-02 18:02:16,-43,755,2024-10-02 18:00:00,289
100559,"잠실1, 2, 3, 4주차장",BP,471,20분,689,2024-10-02 18:01:57,-218,767,2024-10-02 18:00:00,94
100581,롯데월드 주차장,BS,3051,20분,1978,2024-10-02 18:00:00,1073,789,2024-10-02 18:00:00,1
100587,코엑스 주차장,BS,2123,20분,1583,2024-10-02 18:00:04,540,795,2024-10-02 18:00:00,16
100594,뉴코아 강남점,BS,610,20분,356,2024-10-02 18:03:19,254,802,2024-10-02 18:00:00,5
100601,오토웨이타워 주차장,BS,338,20분,203,2024-10-02 18:00:03,135,809,2024-10-02 18:00:00,5
100613,헬리오시티상가 주차장,BS,466,20분,486,2024-10-02 18:00:04,-20,821,2024-10-02 18:00:00,28
100637,도곡로 327 공영주차장(구),NW,17,20분,21,2024-10-02 18:04:15,-4,845,2024-10-02 18:00:00,72
100654,한화생명 서초사옥(드림플러스),BS,128,20분,100,2024-10-02 18:02:48,28,862,2024-10-02 18:00:00,16
100668,일원역 공영주차장(시),NW,67,20분,25,2024-10-02 18:04:51,42,876,2024-10-02 18:00:00,76
100671,논현로32길15 공영주차장(구),NW,16,20분,6,2024-10-02 18:04:55,10,879,2024-10-02 18:00:00,14
100678,밤고개로21길 공영주차장(구),NW,109,20분,32,2024-10-02 18:05:01,77,886,2024-10-02 18:00:00,19
100686,언남문화체육센터 공영주차장(구),NW,190,20분,123,2024-10-02 18:05:11,67,894,2024-10-02 18:00:00,6
102492,도봉산역 공영주차장(시),NW,358,20분,293,2024-10-02 18:06:11,65,0,2024-10-02 18:00:00,13
102493,도봉산 공영주차장(시),NW,142,20분,77,2024-10-02 18:06:11,65,1,2024-10-02 18:00:00,72
102512,2001아울렛 중계점,BS,263,20분,170,2024-10-02 18:06:47,93,20,2024-10-02 18:00:00,29
102536,석계역 공영주차장(시),NW,70,20분,62,2024-10-02 18:06:51,8,44,2024-10-02 18:00:00,41
102541,송중동 공영주차장(구),NW,53,20분,50,2024-10-02 18:06:27,3,49,2024-10-02 18:00:00,71
102543,신세계 이마트미아점,BS,83,20분,82,2024-10-02 18:07:32,1,51,2024-10-02 18:00:00,109
102558,녹색병원 주차장,BS,80,20분,78,2024-10-02 18:06:01,2,66,2024-10-02 18:00:00,105
102569,장안1동 공영주차장(시),NW,71,20분,53,2024-10-02 18:07:31,18,77,2024-10-02 18:00:00,12
102602,종묘주차장 공영주차장(시),NW,1317,20분,1010,2024-10-02 18:08:11,307,108,2024-10-02 18:00:00,4
102634,신당역 공영주차장(구),NW,26,20분,25,2024-10-02 18:08:52,1,141,2024-10-02 18:00:00,27
102640,동대문 공영주차장(시),NW,1092,20분,177,2024-10-02 18:09:31,915,148,2024-10-02 18:00:00,3
102656,을지트윈타워 주차장,BS,542,20분,277,2024-10-02 18:09:51,265,162,2024-10-02 18:00:00,7
102663,파인에비뉴,BS,602,20분,518,2024-10-02 18:09:56,84,171,2024-10-02 18:00:00,6
102684,왕십리 민자역사 비트플렉스몰 ,BS,1000,20분,662,2024-10-02 18:10:32,338,192,2024-10-02 18:00:00,28
102694,민속의 집 주차장(구),NW,26,20분,25,2024-10-02 18:10:46,1,202,2024-10-02 18:00:00,18
102709,동산 공영주차장(구),NW,83,20분,68,2024-10-02 18:09:56,15,217,2024-10-02 18:00:00,8
102723,이마트 명일점,BS,202,20분,180,2024-10-02 18:11:21,22,230,2024-10-02 18:00:00,88
102726,어린이대공원(후문),BP,250,20분,136,2024-10-02 18:11:19,114,234,2024-10-02 18:00:00,34
102730,살곶이(평면) 공영주차장(구),NW,102,20분,91,2024-10-02 18:10:01,11,238,2024-10-02 18:00:00,89
102746,남산동 공영주차장(구),NW,48,20분,44,2024-10-02 18:10:13,4,254,2024-10-02 18:00:00,74
102758,서울글로벌센터 공영주차장(시),NW,44,20분,22,2024-10-02 18:11:31,22,265,2024-10-02 18:00:00,1
102762,신세계백화점 본점(신관),BS,498,20분,318,2024-10-02 18:12:08,180,269,2024-10-02 18:00:00,83
102765,지타워 주차장,BS,95,20분,91,2024-10-02 18:10:02,4,272,2024-10-02 18:00:00,61
102802,현대백화점 신촌점,BS,454,20분,252,2024-10-02 18:12:58,202,310,2024-10-02 18:00:00,94
102815,마포구청(마포구종합행정타운),BP,356,20분,338,2024-10-02 18:13:20,18,323,2024-10-02 18:00:00,80
102823,망원2주차장[서울함공원옆],BP,229,20분,136,2024-10-02 18:13:02,93,331,2024-10-02 18:00:00,82
102826,"난지공원1, 2, 3주차장",BP,544,20분,43,2024-10-02 18:13:08,501,334,2024-10-02 18:00:00,41
102838,NC 강서점,BS,934,20분,461,2024-10-02 18:13:50,473,346,2024-10-02 18:00:00,14
102840,가양라이품 공영주차장(시),NW,38,20분,21,2024-10-02 18:13:31,17,348,2024-10-02 18:00:00,8
102852,김포국제공항 국내선 제2주차장,BP,1391,20분,1220,2024-10-02 18:14:00,171,360,2024-10-02 18:00:00,48
102855,김포국제공항 국내선 제1주차장,BP,2279,20분,2117,2024-10-02 18:14:00,162,363,2024-10-02 18:00:00,6
102868,망원1주차장[당산철교북단],BP,128,20분,92,2024-10-02 18:14:13,36,376,2024-10-02 18:00:00,193
102870,양화3주차장[양화선착장앞],BP,393,20분,111,2024-10-02 18:13:44,282,378,2024-10-02 18:00:00,36
102879,양화1주차장[당산철교 하부],BP,88,20분,39,2024-10-02 18:14:13,49,387,2024-10-02 18:00:00,41
102880,양화2주차장[전망카페],BP,20,20분,10,2024-10-02 18:14:23,10,388,2024-10-02 18:00:00,62
102881,볏골공원 지하공영주차장(구),NW,231,20분,291,2024-10-02 18:14:34,-60,389,2024-10-02 18:00:00,361
102889,목동체비지 공영주차장(시),NW,55,20분,76,2024-10-02 18:14:51,-21,397,2024-10-02 18:00:00,288
102898,여의도한강2주차장(마포대교남단),BP,171,20분,252,2024-10-02 18:14:48,-81,406,2024-10-02 18:00:00,212
102901,여의도한강3주차장(서강대교남단),BP,800,20분,391,2024-10-02 18:14:59,409,409,2024-10-02 18:00:00,36
102905,영등포구청별관 공영주차장(구),NW,61,20분,27,2024-10-02 18:14:45,34,413,2024-10-02 18:00:00,6
102915,여의도한강4주차장(여의2교-하부파천교),BP,141,20분,37,2024-10-02 18:15:02,104,423,2024-10-02 18:00:00,18
102919,코레일유통 본사 사옥 주차장,BS,356,20분,252,2024-10-02 18:15:11,104,427,2024-10-02 18:00:00,32
102920,당산근린공원 공영(구),NW,190,20분,163,2024-10-02 18:15:35,27,428,2024-10-02 18:00:00,35
102932,여의도한강공원1주차장(63빌딩앞),BP,462,20분,238,2024-10-02 18:15:15,224,440,2024-10-02 18:00:00,54
102934,여의도 사학연금(TP타워),BS,570,20분,708,2024-10-02 18:15:41,-138,442,2024-10-02 18:00:00,214
102935,영남 공영주차장(시),NW,570,20분,343,2024-10-02 18:15:31,227,443,2024-10-02 18:00:00,19
102943,이촌1주차장[반포대교북단 하류],BP,35,20분,0,2024-10-02 18:16:00,35,451,2024-10-02 18:00:00,47
102944,동작대교 공영주차장(시),NW,88,20분,45,2024-10-02 18:15:31,43,452,2024-10-02 18:00:00,29
102945,이촌2주차장[동작대교 하부],BP,95,20분,52,2024-10-02 18:15:09,43,453,2024-10-02 18:00:00,85
102946,"이촌3, 4주차장",BP,257,20분,134,2024-10-02 18:15:16,123,454,2024-10-02 18:00:00,77
102947,여의도한강5주차장(성모병원앞),BP,217,20분,74,2024-10-02 18:15:07,143,455,2024-10-02 18:00:00,39
102949,신길환승(5호선)(구),NW,88,20분,54,2024-10-02 18:15:11,34,457,2024-10-02 18:00:00,73
102957,누리 공영주차장(구),NW,19,20분,14,2024-10-02 18:14:20,5,465,2024-10-02 18:00:00,40
102963,반포1주차장[반포대교남단 상류],BP,332,20분,269,2024-10-02 18:16:22,63,471,2024-10-02 18:00:00,111
102966,영등포본동제2공영(구),NW,61,20분,59,2024-10-02 18:16:17,2,474,2024-10-02 18:00:00,92
102970,"반포2, 3주차장",BP,315,20분,0,2024-10-02 18:15:39,315,478,2024-10-02 18:00:00,98
102976,도림동 공영주차장(구),NW,26,20분,26,2024-10-02 18:15:51,0,484,2024-10-02 18:00:00,62
102988,대림운동장(구),NW,192,20분,139,2024-10-02 18:16:12,53,497,2024-10-02 18:00:00,4
102989,구로5동마을공동주차장(구),NW,81,20분,66,2024-10-02 18:16:40,15,498,2024-10-02 18:00:00,63
102995,대림1동공영(구),NW,155,20분,131,2024-10-02 18:16:19,24,504,2024-10-02 18:00:00,20
103007,보라매상업 공영주차장(시),NW,64,20분,46,2024-10-02 18:16:51,18,516,2024-10-02 18:00:00,24
103020,구로디지털단지역(상) 공영주차장(시),NW,31,20분,21,2024-10-02 18:17:31,10,529,2024-10-02 18:00:00,25
103023,우림이비지센터,BS,511,20분,273,2024-10-02 18:17:29,238,532,2024-10-02 18:00:00,2
103045,디폴리스 주차장,BS,1044,20분,805,2024-10-02 18:17:57,239,555,2024-10-02 18:00:00,27
103046,백상스타타워2차,BS,101,20분,72,2024-10-02 18:18:05,29,556,2024-10-02 18:00:00,25
103048,사당노외 공영주차장(시),NW,183,20분,160,2024-10-02 18:17:31,23,558,2024-10-02 18:00:00,8
103051,stx V-TOWER 주차장,BS,533,20분,255,2024-10-02 18:18:10,278,561,2024-10-02 18:00:00,2
103056,에이스하이엔드3차 주차장,BS,300,20분,122,2024-10-02 18:18:11,178,566,2024-10-02 18:00:00,27
103060,세이브마트 신림본점 주차장,BS,77,20분,36,2024-10-02 18:18:21,41,570,2024-10-02 18:00:00,10
103082,구파발역 공영주차장(시),NW,399,20분,352,2024-10-02 18:18:11,47,592,2024-10-02 18:00:00,29
103090,강서1주차장[개화나들목 앞],BP,53,20분,16,2024-10-02 18:18:45,37,600,2024-10-02 18:00:00,46
103091,국립현대미술관 서울관,BP,384,20분,148,2024-10-02 18:18:51,236,601,2024-10-02 18:00:00,9
103092,SBS프리즘 타워주차장,BS,196,20분,113,2024-10-02 18:18:29,83,602,2024-10-02 18:00:00,24
103097,트윈트리타워 주차장,BS,266,20분,150,2024-10-02 18:10:02,116,607,2024-10-02 18:00:00,7
103098,경복궁 주차장,BS,266,20분,77,2024-10-02 18:18:43,189,608,2024-10-02 18:00:00,79
103104,개화역 공영주차장(시),NW,483,20분,437,2024-10-02 18:18:51,46,614,2024-10-02 18:00:00,31
103111,어린이대공원(상상나라),BP,394,20분,93,2024-10-02 18:19:25,301,621,2024-10-02 18:00:00,11
103133,공유) 09-06(구),NW,18,20분,14,2024-10-02 18:19:16,4,643,2024-10-02 18:00:00,15
103138,천호1동 주차장(구),NW,188,20분,143,2024-10-02 18:19:49,45,648,2024-10-02 18:00:00,3
103139,"광나루1, 2주차장",BP,168,20분,309,2024-10-02 18:19:24,-141,649,2024-10-02 18:00:00,249
103140,천호유수지 주차장(구),NW,168,20분,97,2024-10-02 18:19:49,71,650,2024-10-02 18:20:00,6
103141,어린이대공원(구의문),BP,335,20분,150,2024-10-02 18:19:57,185,651,2024-10-02 18:20:00,38
103173,고분다리전통시장 주차장(구),NW,26,20분,25,2024-10-02 18:20:28,1,683,2024-10-02 18:20:00,28
103177,광나루3주차장[천호대교 하부],BP,191,20분,0,2024-10-02 18:20:14,191,687,2024-10-02 18:20:00,10
103189,무신사 E1,BS,70,20분,71,2024-10-02 18:20:33,-1,699,2024-10-02 18:20:00,8
103199,메가박스 성수점,BS,230,20분,180,2024-10-02 18:20:36,50,708,2024-10-02 18:20:00,1
103204,강동성심병원[본관/웰빙센터 주차장],BS,128,20분,93,2024-10-02 18:19:22,35,714,2024-10-02 18:20:00,43
103213,풍납2(구),NW,81,20분,80,2024-10-02 18:21:05,1,723,2024-10-02 18:20:00,83
103216,자양4동 공영주차장(구),NW,83,20분,83,2024-10-02 18:20:23,0,727,2024-10-02 18:20:00,106
103244,갤러리아백화점 명품관 WEST,BS,177,20분,218,2024-10-02 18:21:59,-41,755,2024-10-02 18:20:00,289
103256,"잠실1, 2, 3, 4주차장",BP,471,20분,686,2024-10-02 18:22:05,-215,767,2024-10-02 18:20:00,94
103278,롯데월드 주차장,BS,3051,20분,1950,2024-10-02 18:20:00,1101,789,2024-10-02 18:20:00,1
103284,코엑스 주차장,BS,2123,20분,1410,2024-10-02 18:20:02,713,795,2024-10-02 18:20:00,16
103291,뉴코아 강남점,BS,610,20분,342,2024-10-02 18:22:38,268,802,2024-10-02 18:20:00,5
103298,오토웨이타워 주차장,BS,338,20분,192,2024-10-02 18:20:01,146,809,2024-10-02 18:20:00,5
103310,헬리오시티상가 주차장,BS,466,20분,450,2024-10-02 18:20:01,16,821,2024-10-02 18:20:00,28
103334,도곡로 327 공영주차장(구),NW,17,20분,21,2024-10-02 18:23:45,-4,845,2024-10-02 18:20:00,72
103351,한화생명 서초사옥(드림플러스),BS,128,20분,98,2024-10-02 18:21:56,30,862,2024-10-02 18:20:00,16
103365,일원역 공영주차장(시),NW,67,20분,24,2024-10-02 18:24:11,43,876,2024-10-02 18:20:00,76
103368,논현로32길15 공영주차장(구),NW,16,20분,8,2024-10-02 18:24:30,8,879,2024-10-02 18:20:00,14
103375,밤고개로21길 공영주차장(구),NW,109,20분,32,2024-10-02 18:24:41,77,886,2024-10-02 18:20:00,19
103383,언남문화체육센터 공영주차장(구),NW,190,20분,92,2024-10-02 18:24:48,98,894,2024-10-02 18:20:00,6
147444,도봉산역 공영주차장(시),NW,358,20분,274,2024-10-02 18:26:11,84,0,2024-10-02 18:20:00,13
147445,도봉산 공영주차장(시),NW,142,20분,72,2024-10-02 18:26:11,70,1,2024-10-02 18:20:00,72
147464,2001아울렛 중계점,BS,263,20분,172,2024-10-02 18:26:44,91,20,2024-10-02 18:20:00,29
147488,석계역 공영주차장(시),NW,70,20분,70,2024-10-02 18:26:51,0,44,2024-10-02 18:20:00,41
147493,송중동 공영주차장(구),NW,53,20분,51,2024-10-02 18:27:22,2,49,2024-10-02 18:20:00,71
147495,신세계 이마트미아점,BS,83,20분,79,2024-10-02 18:27:27,4,51,2024-10-02 18:20:00,109
147510,녹색병원 주차장,BS,80,20분,76,2024-10-02 18:27:00,4,66,2024-10-02 18:20:00,105
147521,장안1동 공영주차장(시),NW,71,20분,54,2024-10-02 18:27:31,17,77,2024-10-02 18:20:00,12
147554,종묘주차장 공영주차장(시),NW,1317,20분,942,2024-10-02 18:28:11,375,108,2024-10-02 18:20:00,4
147586,신당역 공영주차장(구),NW,26,20분,23,2024-10-02 18:26:57,3,141,2024-10-02 18:20:00,27
147592,동대문 공영주차장(시),NW,1092,20분,168,2024-10-02 18:28:51,924,148,2024-10-02 18:20:00,3
147608,을지트윈타워 주차장,BS,542,20분,241,2024-10-02 18:29:38,301,162,2024-10-02 18:20:00,7
147615,파인에비뉴,BS,602,20분,476,2024-10-02 18:29:34,126,171,2024-10-02 18:20:00,6
147636,왕십리 민자역사 비트플렉스몰 ,BS,1000,20분,681,2024-10-02 18:30:23,319,192,2024-10-02 18:20:00,28
147646,민속의 집 주차장(구),NW,26,20분,25,2024-10-02 18:30:29,1,202,2024-10-02 18:20:00,18
147661,동산 공영주차장(구),NW,83,2시간,0,2024-10-02 18:09:56,83,217,2024-10-02 18:20:00,8
147675,이마트 명일점,BS,202,20분,179,2024-10-02 18:31:06,23,230,2024-10-02 18:20:00,88
147678,어린이대공원(후문),BP,250,20분,119,2024-10-02 18:31:12,131,234,2024-10-02 18:20:00,34
147682,살곶이(평면) 공영주차장(구),NW,102,20분,88,2024-10-02 18:31:09,14,238,2024-10-02 18:20:00,89
147698,남산동 공영주차장(구),NW,48,20분,38,2024-10-02 18:27:17,10,254,2024-10-02 18:20:00,74
147710,서울글로벌센터 공영주차장(시),NW,44,20분,20,2024-10-02 18:31:31,24,265,2024-10-02 18:20:00,1
147714,신세계백화점 본점(신관),BS,498,20분,311,2024-10-02 18:31:56,187,269,2024-10-02 18:20:00,83
147717,지타워 주차장,BS,95,20분,84,2024-10-02 18:30:02,11,272,2024-10-02 18:20:00,61
147754,현대백화점 신촌점,BS,454,20분,253,2024-10-02 18:32:41,201,310,2024-10-02 18:20:00,94
147767,마포구청(마포구종합행정타운),BP,356,20분,312,2024-10-02 18:33:03,44,323,2024-10-02 18:20:00,80
147775,망원2주차장[서울함공원옆],BP,229,20분,147,2024-10-02 18:33:09,82,331,2024-10-02 18:20:00,82
147778,"난지공원1, 2, 3주차장",BP,544,20분,62,2024-10-02 18:33:19,482,334,2024-10-02 18:20:00,41
147790,NC 강서점,BS,934,20분,440,2024-10-02 18:32:02,494,346,2024-10-02 18:20:00,14
147792,가양라이품 공영주차장(시),NW,38,20분,18,2024-10-02 18:33:31,20,348,2024-10-02 18:20:00,8
147804,김포국제공항 국내선 제2주차장,BP,1391,20분,1207,2024-10-02 18:33:05,184,360,2024-10-02 18:20:00,48
147807,김포국제공항 국내선 제1주차장,BP,2279,20분,2096,2024-10-02 18:33:42,183,363,2024-10-02 18:20:00,6
147820,망원1주차장[당산철교북단],BP,128,20분,91,2024-10-02 18:33:21,37,376,2024-10-02 18:20:00,193
147822,양화3주차장[양화선착장앞],BP,393,20분,113,2024-10-02 18:33:56,280,378,2024-10-02 18:20:00,36
147831,양화1주차장[당산철교 하부],BP,88,20분,40,2024-10-02 18:34:23,48,387,2024-10-02 18:20:00,41
147832,양화2주차장[전망카페],BP,20,20분,9,2024-10-02 18:33:31,11,388,2024-10-02 18:20:00,62
147833,볏골공원 지하공영주차장(구),NW,231,20분,292,2024-10-02 18:32:56,-61,389,2024-10-02 18:20:00,361
147841,목동체비지 공영주차장(시),NW,55,20분,76,2024-10-02 18:34:11,-21,397,2024-10-02 18:20:00,288
147850,여의도한강2주차장(마포대교남단),BP,171,20분,239,2024-10-02 18:33:57,-68,406,2024-10-02 18:20:00,212
147853,여의도한강3주차장(서강대교남단),BP,800,20분,333,2024-10-02 18:34:08,467,409,2024-10-02 18:20:00,36
147857,영등포구청별관 공영주차장(구),NW,61,20분,25,2024-10-02 18:34:40,36,413,2024-10-02 18:20:00,6
147867,여의도한강4주차장(여의2교-하부파천교),BP,141,20분,27,2024-10-02 18:35:10,114,423,2024-10-02 18:20:00,18
147871,코레일유통 본사 사옥 주차장,BS,356,20분,229,2024-10-02 18:34:17,127,427,2024-10-02 18:20:00,32
147872,당산근린공원 공영(구),NW,190,20분,160,2024-10-02 18:35:00,30,428,2024-10-02 18:20:00,35
147884,여의도한강공원1주차장(63빌딩앞),BP,462,20분,196,2024-10-02 18:35:25,266,440,2024-10-02 18:20:00,54
147886,여의도 사학연금(TP타워),BS,570,20분,675,2024-10-02 18:35:24,-105,442,2024-10-02 18:20:00,214
147887,영남 공영주차장(시),NW,570,20분,336,2024-10-02 18:35:31,234,443,2024-10-02 18:20:00,19
147895,이촌1주차장[반포대교북단 하류],BP,35,20분,0,2024-10-02 18:35:01,35,451,2024-10-02 18:20:00,47
147896,동작대교 공영주차장(시),NW,88,20분,44,2024-10-02 18:35:31,44,452,2024-10-02 18:20:00,29
147897,이촌2주차장[동작대교 하부],BP,95,20분,54,2024-10-02 18:35:18,41,453,2024-10-02 18:20:00,85
147899,여의도한강5주차장(성모병원앞),BP,217,20분,65,2024-10-02 18:35:16,152,455,2024-10-02 18:20:00,39
147898,"이촌3, 4주차장",BP,257,20분,128,2024-10-02 18:35:26,129,454,2024-10-02 18:20:00,77
147901,신길환승(5호선)(구),NW,88,20분,53,2024-10-02 18:34:53,35,457,2024-10-02 18:20:00,73
147909,누리 공영주차장(구),NW,19,20분,13,2024-10-02 18:34:19,6,465,2024-10-02 18:20:00,40
147915,반포1주차장[반포대교남단 상류],BP,332,20분,267,2024-10-02 18:35:30,65,471,2024-10-02 18:20:00,111
147918,영등포본동제2공영(구),NW,61,20분,62,2024-10-02 18:35:57,-1,474,2024-10-02 18:20:00,92
147922,"반포2, 3주차장",BP,315,20분,12,2024-10-02 18:35:55,303,478,2024-10-02 18:20:00,98
147928,도림동 공영주차장(구),NW,26,20분,25,2024-10-02 18:35:21,1,484,2024-10-02 18:20:00,62
147941,구로5동마을공동주차장(구),NW,81,20분,68,2024-10-02 18:36:40,13,498,2024-10-02 18:20:00,63
147940,대림운동장(구),NW,192,20분,137,2024-10-02 18:35:52,55,497,2024-10-02 18:20:00,4
147947,대림1동공영(구),NW,155,20분,128,2024-10-02 18:36:39,27,504,2024-10-02 18:20:00,20
147959,보라매상업 공영주차장(시),NW,64,20분,50,2024-10-02 18:36:51,14,516,2024-10-02 18:20:00,24
147972,구로디지털단지역(상) 공영주차장(시),NW,31,20분,26,2024-10-02 18:36:51,5,529,2024-10-02 18:20:00,25
147975,우림이비지센터,BS,511,20분,256,2024-10-02 18:37:06,255,532,2024-10-02 18:20:00,2
147997,디폴리스 주차장,BS,1044,20분,762,2024-10-02 18:37:34,282,555,2024-10-02 18:20:00,27
147998,백상스타타워2차,BS,101,20분,67,2024-10-02 18:37:44,34,556,2024-10-02 18:20:00,25
148000,사당노외 공영주차장(시),NW,183,20분,151,2024-10-02 18:37:31,32,558,2024-10-02 18:20:00,8
148003,stx V-TOWER 주차장,BS,533,20분,238,2024-10-02 18:37:47,295,561,2024-10-02 18:20:00,2
148008,에이스하이엔드3차 주차장,BS,300,20분,96,2024-10-02 18:37:49,204,566,2024-10-02 18:20:00,27
148012,세이브마트 신림본점 주차장,BS,77,20분,38,2024-10-02 18:37:58,39,570,2024-10-02 18:20:00,10
148034,구파발역 공영주차장(시),NW,399,20분,333,2024-10-02 18:38:11,66,592,2024-10-02 18:20:00,29
148042,강서1주차장[개화나들목 앞],BP,53,20분,18,2024-10-02 18:37:53,35,600,2024-10-02 18:20:00,46
148043,국립현대미술관 서울관,BP,384,20분,135,2024-10-02 18:38:35,249,601,2024-10-02 18:20:00,9
148044,SBS프리즘 타워주차장,BS,196,20분,88,2024-10-02 18:37:11,108,602,2024-10-02 18:20:00,24
148049,트윈트리타워 주차장,BS,266,20분,142,2024-10-02 18:30:02,124,607,2024-10-02 18:20:00,7
148050,경복궁 주차장,BS,266,20분,94,2024-10-02 18:37:31,172,608,2024-10-02 18:20:00,79
148056,개화역 공영주차장(시),NW,483,20분,427,2024-10-02 18:38:51,56,614,2024-10-02 18:20:00,31
148063,어린이대공원(상상나라),BP,394,20분,76,2024-10-02 18:38:57,318,621,2024-10-02 18:20:00,11
148085,공유) 09-06(구),NW,18,20분,14,2024-10-02 18:39:16,4,643,2024-10-02 18:20:00,15
148090,천호1동 주차장(구),NW,188,20분,146,2024-10-02 18:39:32,42,648,2024-10-02 18:20:00,3
148091,"광나루1, 2주차장",BP,168,20분,306,2024-10-02 18:39:33,-138,649,2024-10-02 18:20:00,249
148092,천호유수지 주차장(구),NW,168,20분,101,2024-10-02 18:39:32,67,650,2024-10-02 18:20:00,6
148093,어린이대공원(구의문),BP,335,20분,132,2024-10-02 18:39:39,203,651,2024-10-02 18:20:00,38
148125,고분다리전통시장 주차장(구),NW,26,20분,25,2024-10-02 18:40:15,1,683,2024-10-02 18:40:00,28
148129,광나루3주차장[천호대교 하부],BP,191,20분,0,2024-10-02 18:40:21,191,687,2024-10-02 18:40:00,10
148141,무신사 E1,BS,70,20분,69,2024-10-02 18:38:07,1,699,2024-10-02 18:40:00,8
148151,메가박스 성수점,BS,230,20분,180,2024-10-02 18:40:43,50,708,2024-10-02 18:40:00,1
148156,강동성심병원[본관/웰빙센터 주차장],BS,128,20분,91,2024-10-02 18:39:58,37,714,2024-10-02 18:40:00,43
148165,풍납2(구),NW,81,20분,76,2024-10-02 18:41:05,5,723,2024-10-02 18:40:00,83
148168,자양4동 공영주차장(구),NW,83,20분,83,2024-10-02 18:40:13,0,727,2024-10-02 18:40:00,106
148196,갤러리아백화점 명품관 WEST,BS,177,20분,213,2024-10-02 18:41:42,-36,755,2024-10-02 18:40:00,289
148208,"잠실1, 2, 3, 4주차장",BP,471,20분,691,2024-10-02 18:41:12,-220,767,2024-10-02 18:40:00,94
148230,롯데월드 주차장,BS,3051,20분,1913,2024-10-02 18:40:00,1138,789,2024-10-02 18:40:00,1
148236,코엑스 주차장,BS,2123,20분,1332,2024-10-02 18:40:02,791,795,2024-10-02 18:40:00,16
148243,뉴코아 강남점,BS,610,20분,371,2024-10-02 18:42:37,239,802,2024-10-02 18:40:00,5
148250,오토웨이타워 주차장,BS,338,20분,180,2024-10-02 18:40:02,158,809,2024-10-02 18:40:00,5
148262,헬리오시티상가 주차장,BS,466,20분,409,2024-10-02 18:40:02,57,821,2024-10-02 18:40:00,28
148286,도곡로 327 공영주차장(구),NW,17,20분,20,2024-10-02 18:43:30,-3,845,2024-10-02 18:40:00,72
148303,한화생명 서초사옥(드림플러스),BS,128,20분,91,2024-10-02 18:42:03,37,862,2024-10-02 18:40:00,16
148317,일원역 공영주차장(시),NW,67,20분,24,2024-10-02 18:43:31,43,876,2024-10-02 18:40:00,76
148320,논현로32길15 공영주차장(구),NW,16,20분,8,2024-10-02 18:44:10,8,879,2024-10-02 18:40:00,14
148327,밤고개로21길 공영주차장(구),NW,109,20분,31,2024-10-02 18:44:16,78,886,2024-10-02 18:40:00,19
148335,언남문화체육센터 공영주차장(구),NW,190,20분,105,2024-10-02 18:44:21,85,894,2024-10-02 18:40:00,6
20675,도봉산역 공영주차장(시),NW,358,20분,243,2024-10-02 18:46:11,115,0,2024-10-02 18:40:00,13
20676,도봉산 공영주차장(시),NW,142,20분,70,2024-10-02 18:46:11,72,1,2024-10-02 18:40:00,72
20695,2001아울렛 중계점,BS,263,20분,159,2024-10-02 18:46:57,104,20,2024-10-02 18:40:00,29
20719,석계역 공영주차장(시),NW,70,20분,69,2024-10-02 18:46:51,1,44,2024-10-02 18:40:00,41
20724,송중동 공영주차장(구),NW,53,20분,53,2024-10-02 18:47:27,0,49,2024-10-02 18:40:00,71
20726,신세계 이마트미아점,BS,83,20분,73,2024-10-02 18:47:32,10,51,2024-10-02 18:40:00,109
20741,녹색병원 주차장,BS,80,20분,75,2024-10-02 18:45:00,5,66,2024-10-02 18:40:00,105
20752,장안1동 공영주차장(시),NW,71,20분,55,2024-10-02 18:47:31,16,77,2024-10-02 18:40:00,12
20785,종묘주차장 공영주차장(시),NW,1317,20분,870,2024-10-02 18:48:11,447,108,2024-10-02 18:40:00,4
20817,신당역 공영주차장(구),NW,26,20분,22,2024-10-02 18:48:18,4,141,2024-10-02 18:40:00,27
20823,동대문 공영주차장(시),NW,1092,20분,166,2024-10-02 18:49:31,926,148,2024-10-02 18:40:00,3
20839,을지트윈타워 주차장,BS,542,20분,225,2024-10-02 18:49:55,317,162,2024-10-02 18:40:00,7
20846,파인에비뉴,BS,602,20분,442,2024-10-02 18:49:49,160,171,2024-10-02 18:40:00,6
20867,왕십리 민자역사 비트플렉스몰 ,BS,1000,20분,697,2024-10-02 18:50:28,303,192,2024-10-02 18:40:00,28
20877,민속의 집 주차장(구),NW,26,20분,24,2024-10-02 18:50:34,2,202,2024-10-02 18:40:00,18
