,park_name,park_type,capacity,que_status,cur_parking,cur_parking_time,available_parking,count,date,available_parking_less_than_zero
239342,민속의 집 주차장(구),NW,26,20분,20,2024-10-05 15:39:11,6,202,2024-10-05 15:20:00,18
239357,동산 공영주차장(구),NW,83,20분,71,2024-10-05 15:37:56,12,217,2024-10-05 15:20:00,8
239371,이마트 명일점,BS,202,20분,219,2024-10-05 15:39:46,-17,230,2024-10-05 15:20:00,88
239374,어린이대공원(후문),BP,250,20분,254,2024-10-05 15:39:47,-4,234,2024-10-05 15:20:00,34
239378,살곶이(평면) 공영주차장(구),NW,102,20분,99,2024-10-05 15:39:52,3,238,2024-10-05 15:40:00,89
239394,남산동 공영주차장(구),NW,48,20분,48,2024-10-05 15:37:14,0,254,2024-10-05 15:40:00,74
239406,서울글로벌센터 공영주차장(시),NW,44,20분,9,2024-10-05 15:40:11,35,265,2024-10-05 15:40:00,1
239410,신세계백화점 본점(신관),BS,498,20분,574,2024-10-05 15:40:36,-76,269,2024-10-05 15:40:00,83
239413,지타워 주차장,BS,95,20분,82,2024-10-05 15:40:02,13,272,2024-10-05 15:40:00,61
239450,현대백화점 신촌점,BS,454,20분,368,2024-10-05 15:41:03,86,310,2024-10-05 15:40:00,94
239463,마포구청(마포구종합행정타운),BP,356,20분,326,2024-10-05 15:41:44,30,323,2024-10-05 15:40:00,80
239471,망원2주차장[서울함공원옆],BP,229,20분,287,2024-10-05 15:41:49,-58,331,2024-10-05 15:40:00,82
239474,"난지공원1, 2, 3주차장",BP,544,20분,572,2024-10-05 15:41:54,-28,334,2024-10-05 15:40:00,41
239486,NC 강서점,BS,934,20분,646,2024-10-05 15:42:12,288,346,2024-10-05 15:40:00,14
239488,가양라이품 공영주차장(시),NW,38,20분,11,2024-10-05 15:42:11,27,348,2024-10-05 15:40:00,8
239500,김포국제공항 국내선 제2주차장,BP,1391,20분,1376,2024-10-05 15:42:26,15,360,2024-10-05 15:40:00,48
239503,김포국제공항 국내선 제1주차장,BP,2279,20분,2143,2024-10-05 15:42:35,136,363,2024-10-05 15:40:00,6
239516,망원1주차장[당산철교북단],BP,128,20분,217,2024-10-05 15:42:51,-89,376,2024-10-05 15:40:00,193
239518,양화3주차장[양화선착장앞],BP,393,20분,429,2024-10-05 15:42:19,-36,378,2024-10-05 15:40:00,36
239527,양화1주차장[당산철교 하부],BP,88,20분,96,2024-10-05 15:42:54,-8,387,2024-10-05 15:40:00,41
239528,양화2주차장[전망카페],BP,20,20분,31,2024-10-05 15:42:15,-11,388,2024-10-05 15:40:00,62
239529,볏골공원 지하공영주차장(구),NW,231,20분,293,2024-10-05 15:42:34,-62,389,2024-10-05 15:40:00,361
239537,목동체비지 공영주차장(시),NW,55,20분,86,2024-10-05 15:42:51,-31,397,2024-10-05 15:40:00,288
239546,여의도한강2주차장(마포대교남단),BP,171,20분,244,2024-10-05 15:42:55,-73,406,2024-10-05 15:40:00,212
239549,여의도한강3주차장(서강대교남단),BP,800,20분,855,2024-10-05 15:43:07,-55,409,2024-10-05 15:40:00,36
239553,영등포구청별관 공영주차장(구),NW,61,20분,26,2024-10-05 15:42:44,35,413,2024-10-05 15:40:00,6
239563,여의도한강4주차장(여의2교-하부파천교),BP,141,20분,129,2024-10-05 15:43:11,12,423,2024-10-05 15:40:00,18
239567,코레일유통 본사 사옥 주차장,BS,356,20분,201,2024-10-05 15:43:24,155,427,2024-10-05 15:40:00,32
239568,당산근린공원 공영(구),NW,190,20분,176,2024-10-05 15:43:13,14,428,2024-10-05 15:40:00,35
239580,여의도한강공원1주차장(63빌딩앞),BP,462,20분,143,2024-10-05 15:43:52,319,440,2024-10-05 15:40:00,54
239582,여의도 사학연금(TP타워),BS,570,20분,700,2024-10-05 15:44:02,-130,442,2024-10-05 15:40:00,214
239583,영남 공영주차장(시),NW,570,20분,549,2024-10-05 15:43:31,21,443,2024-10-05 15:40:00,19
239591,이촌1주차장[반포대교북단 하류],BP,35,20분,60,2024-10-05 15:44:15,-25,451,2024-10-05 15:40:00,47
239592,동작대교 공영주차장(시),NW,88,20분,87,2024-10-05 15:44:11,1,452,2024-10-05 15:40:00,29
239593,이촌2주차장[동작대교 하부],BP,95,20분,154,2024-10-05 15:43:24,-59,453,2024-10-05 15:40:00,85
239594,"이촌3, 4주차장",BP,257,20분,307,2024-10-05 15:44:19,-50,454,2024-10-05 15:40:00,77
239595,여의도한강5주차장(성모병원앞),BP,217,20분,237,2024-10-05 15:44:26,-20,455,2024-10-05 15:40:00,39
239597,신길환승(5호선)(구),NW,88,20분,108,2024-10-05 15:43:30,-20,457,2024-10-05 15:40:00,73
239605,누리 공영주차장(구),NW,19,20분,2,2024-10-05 15:44:18,17,465,2024-10-05 15:40:00,40
239611,반포1주차장[반포대교남단 상류],BP,332,20분,526,2024-10-05 15:43:58,-194,471,2024-10-05 15:40:00,111
239614,영등포본동제2공영(구),NW,61,20분,61,2024-10-05 15:44:25,0,474,2024-10-05 15:40:00,92
239618,"반포2, 3주차장",BP,315,20분,580,2024-10-05 15:43:58,-265,478,2024-10-05 15:40:00,98
239624,도림동 공영주차장(구),NW,26,20분,25,2024-10-05 15:44:03,1,484,2024-10-05 15:40:00,62
239636,대림운동장(구),NW,192,20분,150,2024-10-05 15:44:13,42,497,2024-10-05 15:40:00,4
239637,구로5동마을공동주차장(구),NW,81,20분,77,2024-10-05 15:44:47,4,498,2024-10-05 15:40:00,63
239643,대림1동공영(구),NW,155,20분,146,2024-10-05 15:45:05,9,504,2024-10-05 15:40:00,20
239655,보라매상업 공영주차장(시),NW,64,20분,64,2024-10-05 15:45:31,0,516,2024-10-05 15:40:00,24
239668,구로디지털단지역(상) 공영주차장(시),NW,31,20분,33,2024-10-05 15:45:31,-2,529,2024-10-05 15:40:00,25
239671,우림이비지센터,BS,511,20분,280,2024-10-05 15:45:45,231,532,2024-10-05 15:40:00,2
239694,디폴리스 주차장,BS,1044,20분,758,2024-10-05 15:46:19,286,555,2024-10-05 15:40:00,27
239695,백상스타타워2차,BS,101,20분,38,2024-10-05 15:46:14,63,556,2024-10-05 15:40:00,25
239697,사당노외 공영주차장(시),NW,183,20분,131,2024-10-05 15:46:11,52,558,2024-10-05 15:40:00,8
239700,stx V-TOWER 주차장,BS,533,20분,173,2024-10-05 15:46:24,360,561,2024-10-05 15:40:00,2
239705,에이스하이엔드3차 주차장,BS,300,20분,11,2024-10-05 15:46:26,289,566,2024-10-05 15:40:00,27
